Round_Won,TeamRatioUltimatesAll20,EnemyRatioUltimatesAll20,TeamRatioREX50,EnemyRatioREX50,NetHealthShards,NetEnergyShards,NetOrbs,First_Orb,Ultimates,Num_R,Num_EX1,Num_EX2,Control_Received,Control,Protection_Received,Protection,Damage_Received,Damage,Ping,ScorePerSecond
1,1,0,1,1,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,17.0,101.0,93.00001,0.0,153.0,528.0,15.0,5.824074074074074
1,0,0,0,1,0.0,0.0,1.0,1.0,0.0,2.0,4.0,0.0,59.0,116.0,294.96436,147.46436,515.85864,453.19057999999995,45.0,8.333196976744187
1,0,0,1,0,-8.0,-2.0,-1.0,0.0,0.0,4.0,0.0,3.0,120.0,117.0,251.0,213.35,407.2,673.65,45.0,13.386666666666667
1,0,0,0,1,-4.0,-2.0,0.0,1.0,0.0,4.0,0.0,1.0,69.0,91.0,269.50003,496.7,454.0,393.0,15.0,10.110309278350515
0,0,0,0,1,-6.0,-7.0,0.0,1.0,0.0,5.0,3.0,5.0,92.0,5.0,273.7,438.19998,508.65997000000004,274.60004,45.0,11.963333666666665
0,1,1,1,1,0.0,0.0,-2.0,0.0,2.0,4.0,0.0,1.0,32.0,67.0,141.20001000000002,0.0,367.8589,349.0,15.0,8.851063829787234
1,0,1,0,1,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,13.0,71.0,48.0,194.0,115.6,260.0,55.0,3.776978417266187
0,0,0,0,0,0.0,-1.0,0.0,0.0,0.0,2.0,1.0,0.0,110.0,55.0,151.65,98.5,404.55,426.4868,35.0,10.545214545454545
0,0,0,1,0,0.0,2.0,-3.0,0.0,1.0,1.0,4.0,1.0,101.0,62.0,339.5,485.97388,584.5386,473.97995,25.0,7.984014296875
0,0,0,1,0,2.0,3.0,2.0,1.0,0.0,2.0,4.0,0.0,54.0,35.0,191.0,121.0,421.0,209.0,90.0,5.214285714285714
1,0,0,0,0,1.0,7.0,2.0,1.0,1.0,2.0,3.0,0.0,73.0,38.0,169.5,100.0,391.0,255.10844,75.0,3.9310843999999996
1,0,0,0,0,5.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,61.0,52.0,214.35,45.0,442.64,454.0,40.0,4.271317829457364
1,0,1,0,1,0.0,0.0,3.0,1.0,0.0,3.0,3.0,10.0,175.0,57.0,314.35,784.4,508.0,452.0,155.0,13.472916666666668
1,0,1,0,1,4.0,-2.0,2.0,1.0,3.0,1.0,3.0,2.0,25.0,68.0,43.0,0.0,202.0,424.0,30.0,5.178947368421053
1,0,0,0,1,0.0,-2.0,1.0,1.0,0.0,0.0,1.0,1.0,54.0,46.0,58.0,80.0,324.0,538.0,30.0,7.0638297872340425
0,0,0,1,0,-5.0,-2.0,-2.0,1.0,0.0,5.0,2.0,3.0,64.0,106.0,151.5,78.0,429.38678,487.0,15.0,5.991071428571429
0,1,1,1,1,3.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,84.0,74.0,132.0,137.1,401.30002,718.0,30.0,10.803488372093023
0,0,1,1,1,0.0,0.0,-2.0,0.0,0.0,2.0,0.0,0.0,78.0,85.0,138.0,90.0,361.97278,458.0,45.0,8.67123287671233
1,0,0,0,1,-2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,12.0,13.0,149.0,96.25,343.85507,12.639999000000001,45.0,7.169999941176471
1,1,0,1,0,-2.0,-2.0,3.0,1.0,2.0,1.0,0.0,1.0,66.0,82.0,253.05,584.1,410.0,463.20477,45.0,13.444104404761905
0,0,1,1,1,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,53.0,22.0,30.0,6.0,251.0,135.0,195.0,5.09375
1,0,0,0,1,2.0,1.0,2.0,1.0,0.0,5.0,4.0,0.0,169.0,152.0,412.5,258.1479,661.0,731.43225,40.0,14.269751875
0,0,0,1,1,4.0,-3.0,-2.0,0.0,0.0,1.0,0.0,0.0,33.0,46.0,99.0,55.75,352.29254,524.0,75.0,9.932539682539682
1,0,1,1,1,5.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,57.0,62.0,77.0,441.83594000000005,205.0,389.1051,30.0,7.631974700854699
1,0,0,0,1,0.0,-2.0,1.0,1.0,0.0,2.0,0.0,5.0,3.0,73.0,35.0,0.0,46.0,346.0,30.0,4.275510204081633
0,1,0,1,0,-2.0,-1.0,1.0,1.0,4.0,4.0,1.0,2.0,62.0,57.0,65.0,42.0,372.0,226.0,15.0,7.386363636363637
1,1,0,0,1,-2.0,-2.0,4.0,1.0,0.0,1.0,2.0,2.0,55.0,53.0,274.2,372.69998,385.55002,746.05,75.0,10.749999816513762
1,0,0,1,0,6.0,-2.0,1.0,1.0,1.0,3.0,3.0,3.0,47.0,61.0,207.89998,109.2,296.8,554.0,45.0,5.840322580645162
1,1,1,1,1,0.0,1.0,0.0,1.0,1.0,5.0,1.0,3.0,35.0,28.0,221.08003,352.0,311.0,390.0,45.0,7.333333333333333
0,0,0,1,1,-5.0,1.0,-4.0,0.0,1.0,3.0,0.0,3.0,39.0,100.0,201.90001,74.049995,447.57227,523.0,35.0,6.6385713809523805
1,0,0,0,1,2.0,3.0,3.0,1.0,1.0,3.0,5.0,1.0,110.0,150.0,354.90002000000004,225.15001,846.85,1050.0,55.0,11.586585447154473
1,0,0,0,0,-2.0,1.0,0.0,0.0,2.0,3.0,0.0,2.0,86.0,55.0,252.0,103.0,340.0,499.01718,30.0,6.636537171717171
0,0,0,0,1,4.0,4.0,-3.0,0.0,0.0,4.0,0.0,4.0,60.0,64.0,98.2,52.2,314.8,631.0,20.0,9.57948717948718
1,0,0,1,1,-4.0,-4.0,3.0,1.0,0.0,4.0,5.0,0.0,43.0,122.0,92.5,91.0,194.29998999999998,690.0,50.0,13.08695652173913
0,0,0,0,0,-6.0,0.0,-1.0,0.0,2.0,2.0,0.0,2.0,64.0,76.0,298.5,152.5,605.8192,595.1,30.0,6.921008403361345
1,0,0,1,1,2.0,2.0,0.0,0.0,2.0,8.0,0.0,2.0,45.0,80.0,185.0,76.75,279.0,517.0,30.0,5.027985074626866
0,0,0,1,1,-4.0,-6.0,-2.0,0.0,0.0,3.0,1.0,0.0,41.0,48.0,48.0,0.0,264.0,343.0,20.0,5.666666666666667
1,1,0,1,1,-2.0,2.0,-1.0,0.0,1.0,0.0,0.0,0.0,1.0,24.0,28.899994,0.0,36.0,245.0,40.0,3.842857142857143
0,0,0,0,0,4.0,-3.0,0.0,1.0,1.0,2.0,0.0,0.0,165.0,96.0,130.0,135.02315,519.89264,531.4,60.0,11.551865909090909
0,0,0,0,0,2.0,-2.0,1.0,1.0,1.0,2.0,0.0,0.0,26.0,84.0,106.0,0.0,321.0,762.0,10.0,9.724137931034482
0,0,1,0,1,-8.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,51.0,31.0,158.0,298.13495,409.1,248.2,30.0,8.616939552238803
0,1,0,0,0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,158.0,57.0,294.59995,526.09985,507.6,375.1,20.0,8.332172608695652
1,1,1,1,0,4.0,2.0,1.0,0.0,0.0,4.0,0.0,2.0,42.0,35.0,364.65198,426.45197,489.0,218.5,45.0,6.799519700000002
1,0,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,9.0,11.0,38.0,85.299995,56.0,164.04998999999998,30.0,2.4795236666666667
1,1,0,0,0,-2.0,4.0,2.0,1.0,2.0,1.0,0.0,0.0,34.0,27.0,97.900024,28.279999,204.11998,529.0,75.0,5.618076913461538
1,0,1,0,1,0.0,5.0,2.0,1.0,0.0,2.0,5.0,2.0,28.0,17.0,70.0,111.39999399999999,177.0,285.30005,55.0,4.309375458333333
1,0,1,1,1,-1.0,6.0,2.0,1.0,3.0,5.0,2.0,2.0,38.0,24.0,44.0,56.0,169.0,409.72546,50.0,4.150215762711864
0,0,0,1,0,0.0,-2.0,-3.0,0.0,0.0,2.0,0.0,2.0,90.0,45.0,209.0,87.55,481.564,189.15,35.0,5.957407407407407
0,0,0,1,1,4.0,-2.0,-3.0,0.0,1.0,2.0,1.0,1.0,24.0,36.0,157.0,299.44998,373.0,318.65,40.0,8.385897179487179
1,1,0,1,1,-3.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,96.0,39.0,295.2,778.345,352.85095,646.2001,20.0,22.8678921875
1,1,1,1,1,2.0,-2.0,-2.0,0.0,2.0,2.0,0.0,0.0,28.0,20.0,110.0,310.74002,263.0,354.34,55.0,6.716470784313725
1,0,1,0,1,7.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,34.0,38.0,163.0,212.875,392.25,223.84999,25.0,8.328508596491229
1,0,1,0,1,6.0,-1.0,1.0,0.0,1.0,2.0,4.0,0.0,153.0,75.0,440.0547,370.0,526.0,1013.6,15.0,14.441584158415841
1,0,0,0,1,-6.0,-1.0,1.0,1.0,0.0,3.0,0.0,3.0,31.0,98.0,95.0,49.0,177.15607,514.2435,30.0,9.058130136986302
1,0,0,0,0,0.0,-2.0,1.0,1.0,0.0,6.0,10.0,5.0,54.0,53.0,153.0,34.0,292.0,614.0,45.0,7.302083333333333
1,0,1,0,1,-5.0,-1.0,-2.0,0.0,2.0,1.0,3.0,1.0,17.0,20.0,166.28345,540.6130400000001,199.0,356.27496,70.0,9.16888
1,0,0,0,1,5.0,3.0,-2.0,0.0,1.0,0.0,0.0,0.0,33.0,70.0,148.2,30.0,161.0,624.0,40.0,10.055555555555555
1,0,0,1,1,4.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,62.0,52.0,155.5,399.72598,328.36,357.3,70.0,8.606659361702128
1,0,1,0,1,-2.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,15.0,6.0,47.5,58.9,94.0,257.55,50.0,3.2245
0,0,0,1,0,0.0,-4.0,0.0,1.0,1.0,2.0,1.0,0.0,68.0,21.0,134.0,221.0,554.2090000000001,457.0,10.0,10.921875
1,0,0,0,1,2.0,0.0,3.0,1.0,1.0,1.0,4.0,0.0,104.0,54.0,275.60767000000004,248.1,285.60767000000004,638.65,35.0,9.502525252525253
1,1,0,1,1,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,47.0,75.0,187.40778,275.812,332.03198,506.52,20.0,8.838474226804124
0,0,0,1,0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,34.0,19.0,0.0,0.0,211.0,159.0,50.0,4.8108108108108105
0,0,1,0,1,4.0,4.0,1.0,1.0,0.0,2.0,2.0,0.0,49.0,40.0,92.09064000000001,145.26561999999998,378.14996,250.3628,40.0,9.075592083333333
0,1,1,0,1,4.0,2.0,0.0,0.0,0.0,1.0,5.0,1.0,86.0,39.0,349.0,512.73395,781.7942,369.6051,55.0,14.860307258064516
0,1,1,1,1,3.0,0.0,-3.0,0.0,0.0,2.0,0.0,0.0,173.0,5.0,192.22,106.59,531.2297,94.0,190.0,4.6725
1,0,0,1,0,-1.0,5.0,-1.0,0.0,0.0,7.0,5.0,3.0,225.0,171.0,419.0,222.54308999999998,634.4934,986.1814,20.0,14.22396381443299
1,0,0,0,1,6.0,3.0,0.0,0.0,1.0,2.0,0.0,2.0,30.0,67.0,66.39999399999999,80.6,206.32,628.6147,25.0,7.762147
1,1,1,1,1,-1.0,3.0,2.0,1.0,3.0,1.0,0.0,0.0,11.0,87.0,20.0,0.0,153.70001000000002,806.0,50.0,9.302083333333334
1,0,1,1,1,3.0,-1.0,3.0,1.0,1.0,4.0,0.0,1.0,42.0,37.0,190.36,215.26002999999997,219.16,358.0,45.0,8.359726438356164
1,0,0,1,0,0.0,0.0,-1.0,1.0,0.0,2.0,2.0,0.0,37.0,54.0,151.5625,60.5625,429.4375,194.33336,120.0,4.903108888888889
0,1,0,1,0,-2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,20.0,83.5,278.19992,311.0,330.4,50.0,8.381332266666666
1,1,1,0,1,-2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,31.0,70.0,110.7,0.0,184.1,662.0,40.0,7.787234042553192
0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,74.0,50.0,130.04998999999998,243.70004,477.55768,122.0,15.0,9.667442790697674
0,0,1,0,0,-2.0,-4.0,0.0,1.0,1.0,2.0,0.0,0.0,41.0,63.0,86.0,103.0,386.0,409.05188,40.0,9.746642033898304
1,0,0,1,0,4.0,1.0,1.0,0.0,0.0,6.0,2.0,4.0,67.0,181.0,338.5,555.0,487.05,652.0,25.0,14.610526315789473
0,1,0,1,1,-1.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,109.0,11.0,177.0,408.0,468.7,39.600002,15.0,5.955844181818181
1,0,0,1,0,2.0,2.0,1.0,0.0,0.0,7.0,4.0,3.0,81.0,132.0,237.7,550.34955,625.6991,579.8268,30.0,12.374277941176475
1,1,1,1,1,0.0,-2.0,1.0,1.0,1.0,0.0,0.0,1.0,18.0,19.0,38.0,16.0,70.0,239.0,25.0,2.8247422680412373
0,0,0,0,0,-2.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,78.0,14.0,105.0,24.0,342.0,147.0,75.0,4.868421052631579
0,1,1,0,1,0.0,-1.0,0.0,1.0,1.0,2.0,0.0,0.0,74.0,46.0,63.0,129.5,389.0,375.0,80.0,9.657894736842104
0,0,0,1,0,2.0,-8.0,-1.0,1.0,0.0,6.0,9.0,1.0,147.0,212.0,583.5,381.5,1009.0,834.1044,30.0,10.420470072992703
1,0,1,0,1,0.0,-1.0,-2.0,0.0,1.0,6.0,0.0,5.0,119.0,132.0,309.55,472.04995999999994,511.28323,539.2969400000001,70.0,11.548958585858585
1,0,0,1,1,2.0,0.0,2.0,0.0,2.0,5.0,0.0,1.0,92.0,110.0,316.0,0.0,432.40002000000004,1208.0,15.0,13.448979591836734
0,1,0,1,1,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,20.0,16.0,107.0,58.0,377.00003,312.0,25.0,5.287671232876712
0,0,0,1,1,-5.0,-6.0,-3.0,1.0,0.0,1.0,3.0,3.0,96.0,69.0,285.0,209.99998,584.5836,432.65,40.0,11.860832999999996
0,1,0,1,1,0.0,2.0,-1.0,0.0,1.0,0.0,0.0,0.0,24.0,20.0,0.0,0.0,214.0,232.0,205.0,5.142857142857143
0,0,1,0,1,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,223.0,0.0,70.0,0.0
1,1,0,0,1,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,26.0,18.0,45.0,30.0,63.0,138.55182,15.0,2.027737173913043
0,0,1,1,1,2.0,3.0,-1.0,0.0,0.0,0.0,0.0,1.0,22.0,31.0,56.0,32.0,286.0,216.0,125.0,7.54054054054054
1,0,1,1,1,-5.0,-4.0,1.0,1.0,2.0,2.0,1.0,3.0,83.0,75.0,314.56,36.0,424.08,783.3779,35.0,8.130708181818182
0,0,0,1,1,0.0,0.0,-1.0,0.0,1.0,4.0,0.0,1.0,24.0,48.0,0.0,83.0,306.0,226.0,5.0,9.64864864864865
0,0,0,1,1,10.0,-7.0,0.0,0.0,2.0,2.0,1.0,0.0,134.0,72.0,243.0,223.0,597.2,428.0,25.0,7.858695652173913
1,1,1,1,1,-2.0,1.0,-1.0,0.0,0.0,2.0,0.0,1.0,4.0,16.0,36.0,147.0,103.0,166.0,85.0,3.4270833333333335
1,0,0,1,0,-4.0,0.0,4.0,1.0,0.0,4.0,2.0,0.0,21.0,81.0,220.4,71.0,310.39996,688.7,35.0,8.323762376237624
1,0,1,1,1,0.0,-1.0,0.0,0.0,0.0,6.0,1.0,1.0,37.0,34.0,91.5,166.4,241.0,302.0,5.0,5.709090909090909
1,1,1,1,1,0.0,1.0,-1.0,0.0,3.0,1.0,0.0,0.0,44.0,77.0,40.0,58.0,233.0,387.0,375.0,4.461538461538462
1,1,0,1,0,1.0,2.0,-1.0,0.0,0.0,3.0,4.0,0.0,81.0,260.0,454.80548,735.1026,723.0025,779.9623,145.0,17.750649
0,0,0,1,1,6.0,4.0,-4.0,0.0,0.0,2.0,0.0,1.0,61.0,66.0,90.0,39.126647999999996,342.34662000000003,510.09198,15.0,6.544879021276596
0,1,0,1,1,5.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,90.0,78.0,80.75998,201.75998,318.0,337.34247,105.0,9.493883846153846
1,0,1,0,1,6.0,-2.0,3.0,1.0,1.0,6.0,11.0,3.0,94.0,112.0,186.02505,49.575027,299.5,1070.0,30.0,12.696649762886597
0,0,0,0,1,-2.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,23.0,0.0,0.0,0.0,225.0,52.0,35.0,1.625
1,0,0,0,0,0.0,-2.0,0.0,0.0,1.0,3.0,0.0,1.0,151.0,83.0,443.58002,88.0,622.2,619.63605,15.0,7.986222727272727
0,0,0,1,0,5.0,-2.0,-1.0,1.0,0.0,0.0,1.0,0.0,68.0,12.0,90.00001,109.0,295.6,103.49999,20.0,4.401960588235294
0,1,1,0,1,-4.0,-2.0,-2.0,0.0,3.0,0.0,0.0,0.0,73.0,127.0,269.60004,324.40002000000004,470.49765,375.2,35.0,11.0213336
0,0,0,1,1,4.0,-2.0,0.0,0.0,0.0,2.0,0.0,0.0,83.0,101.0,128.0,167.92001000000002,495.975,443.0,95.0,11.670819836065572
0,0,0,0,1,4.0,-2.0,-1.0,0.0,0.0,1.0,3.0,1.0,47.0,123.0,48.0,82.5,260.637,376.0,60.0,6.841176470588235
1,0,0,1,0,-3.0,2.0,-1.0,1.0,3.0,5.0,0.0,1.0,101.0,94.0,144.5,58.0,288.1,652.6001,15.0,6.818644915254238
0,0,0,1,1,2.0,-2.0,1.0,1.0,0.0,3.0,0.0,0.0,30.0,14.0,22.0,22.0,270.6136,74.0,35.0,2.391304347826087
0,0,1,1,0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,74.0,35.0,85.0,46.0,339.0,396.0,35.0,8.833333333333334
0,1,0,1,0,0.0,-5.0,-3.0,0.0,0.0,0.0,0.0,0.0,75.0,12.0,141.0,0.0,370.6504,113.0,35.0,2.1551724137931036
0,1,1,1,1,0.0,-1.0,-1.0,0.0,2.0,0.0,0.0,0.0,18.0,16.0,12.0,28.0,259.32962000000003,347.84882000000005,95.0,8.163517083333334
1,1,0,1,1,0.0,-4.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,32.0,160.7,571.59985,183.7,141.9,10.0,7.930849468085104
1,0,0,0,1,-4.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,11.0,39.0,85.5,21.0,110.0,295.11078,15.0,4.6725102631578945
0,0,0,1,1,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0,10.0,32.0,0.0,246.0,162.0,30.0,3.909090909090909
1,0,1,0,0,2.0,0.0,1.0,1.0,0.0,4.0,0.0,5.0,116.0,97.0,143.36902,88.0,240.73803999999998,711.03595,50.0,7.724447844827586
1,0,0,0,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,23.0,83.0,133.0,0.0,209.0,678.0,35.0,6.918181818181818
1,0,1,1,1,-1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,48.0,83.0,174.5,37.0,216.0,616.0,60.0,8.55813953488372
0,1,1,1,1,0.0,-15.0,-2.0,1.0,0.0,0.0,0.0,0.0,84.0,78.0,363.5,534.85,605.0,691.55,35.0,7.628070175438597
0,0,0,0,0,2.0,2.0,-1.0,0.0,0.0,4.0,0.0,2.0,64.0,122.0,99.0,78.0,338.50333,377.0,20.0,8.485294117647058
1,0,1,1,1,0.0,0.0,-1.0,0.0,0.0,5.0,4.0,1.0,6.0,10.0,49.0,209.0,115.0,213.0,40.0,3.963302752293578
0,0,0,0,1,5.0,2.0,3.0,1.0,0.0,2.0,3.0,2.0,106.0,84.0,284.75,47.75,505.33,600.0,70.0,6.047520661157025
1,0,1,0,1,3.0,2.0,1.0,1.0,1.0,2.0,7.0,1.0,43.0,52.0,123.0,44.0,189.0,485.0,25.0,7.2625
0,0,0,1,1,-2.0,0.0,-1.0,0.0,0.0,2.0,0.0,1.0,104.0,95.0,123.10000600000001,0.0,418.8009,708.0,30.0,9.337209302325581
0,0,0,1,1,-8.0,-5.0,-4.0,0.0,0.0,2.0,0.0,0.0,275.0,43.0,287.38965,429.1408,586.08966,486.92957,115.0,7.104224962962962
1,1,1,1,1,-4.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,33.0,59.0,147.5,54.5,177.0,570.0,40.0,8.651898734177216
1,0,1,0,1,5.0,9.0,-1.0,0.0,0.0,3.0,5.0,3.0,96.0,258.0,402.55,380.3,562.0,478.0,45.0,10.733653846153846
0,0,0,1,1,-2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,117.0,54.0,140.0,189.15,420.0,131.0,65.0,6.802727272727273
0,1,1,1,1,-2.0,-1.0,-1.0,0.0,1.0,5.0,0.0,0.0,11.0,16.0,12.0,54.0,261.9,322.0,385.0,7.538461538461538
1,0,0,0,0,-4.0,1.0,3.0,1.0,0.0,3.0,5.0,4.0,24.0,55.0,123.0,364.5,197.56815,289.0,10.0,6.878640776699029
0,0,1,1,1,-10.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,101.0,51.0,250.79997000000003,588.59985,586.7999,289.2,25.0,11.32682743902439
0,0,1,0,0,0.0,0.0,-1.0,0.0,1.0,0.0,2.0,0.0,13.0,10.0,39.999996,80.0,242.4584,58.2,35.0,4.234285714285714
1,0,1,0,1,1.0,4.0,2.0,1.0,0.0,3.0,1.0,4.0,9.0,144.0,117.0,46.0,171.0,573.0,20.0,7.785714285714286
0,1,1,1,0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,26.0,14.0,82.0,104.0,349.356,119.4,10.0,5.790243902439024
1,0,0,0,1,-6.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,43.0,64.0,181.75,0.0,252.0,711.0,15.0,6.919642857142857
1,0,1,0,1,5.0,0.0,0.0,1.0,0.0,3.0,16.0,3.0,25.0,54.0,221.625,65.125,310.5,603.0,75.0,7.764784946236559
0,0,0,0,0,-2.0,-3.0,1.0,0.0,3.0,6.0,0.0,7.0,105.0,115.0,193.1,111.5,551.72,892.6524699999999,55.0,9.24919396694215
0,0,0,1,0,-4.0,4.0,-2.0,0.0,0.0,3.0,0.0,0.0,93.0,173.0,322.5,692.595,575.0,230.19997999999998,175.0,10.9579498
0,0,0,1,1,2.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,68.0,93.0,54.0,28.0,313.23035,406.0,15.0,8.365079365079366
1,0,0,1,1,2.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,3.0,52.0,30.0,0.0,64.0,218.0,30.0,3.033707865168539
0,1,1,1,1,-2.0,-4.0,-2.0,0.0,1.0,2.0,0.0,0.0,35.0,48.0,137.5,214.69211,553.3605299999999,421.99997,55.0,12.918718490566038
0,0,0,0,1,0.0,0.0,-3.0,0.0,0.0,3.0,3.0,8.0,69.0,47.0,72.0,87.0,361.0,233.60067999999998,25.0,7.991319130434782
0,0,0,1,1,4.0,2.0,-5.0,0.0,0.0,0.0,3.0,1.0,248.0,56.0,319.0,183.25,718.633,427.23217999999997,45.0,4.936905037037037
0,1,0,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0,31.0,49.0,10.0,269.0,300.0,60.0,5.328125
1,0,0,0,0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,70.0,82.0,149.22,0.0,210.24,832.0,35.0,7.616666666666666
0,1,0,1,1,4.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,34.0,195.0,42.0,158.0,309.0,670.0,95.0,11.758620689655173
0,0,0,0,0,-6.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,64.0,11.0,131.5,305.48,363.95,76.0,35.0,6.541333333333333
1,0,1,0,1,2.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,85.0,28.0,12.0,28.0,358.0,20.0,4.0625
0,0,0,0,0,6.0,3.0,4.0,1.0,2.0,3.0,0.0,5.0,205.0,194.0,633.36005,657.17505,994.9067,1025.9999,20.0,11.880854113924052
0,0,0,1,0,-3.0,-1.0,-3.0,0.0,1.0,1.0,2.0,0.0,58.0,32.0,192.35,522.31,405.0758,248.84,50.0,7.368348623853211
1,1,0,1,1,8.0,5.0,0.0,1.0,3.0,1.0,0.0,0.0,86.0,82.0,176.4,74.39999399999999,304.75742,526.0,80.0,6.203636309090909
0,0,0,0,0,4.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,172.0,95.0,402.69,0.0,693.53674,1048.0,15.0,9.525
1,0,0,0,1,3.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,11.0,52.0,76.0,6.0,92.0,397.95862,80.0,5.560470975609756
1,0,0,1,1,-2.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,13.0,72.0,88.0,58.0,135.0,460.56417999999996,35.0,4.921368166666668
1,0,0,0,0,-4.0,4.0,-1.0,0.0,0.0,2.0,2.0,5.0,2.0,22.0,24.0,104.60002,55.0,386.88995,45.0,5.7054441111111105
1,1,0,1,1,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,30.0,47.0,76.0,185.44638,186.09204,224.0,235.0,8.949929019607843
0,0,0,1,0,-4.0,-1.0,-4.0,0.0,0.0,4.0,0.0,0.0,72.0,108.0,78.0,70.0,368.26614,557.66016,50.0,9.941353513513514
1,0,0,0,1,0.0,0.0,2.0,1.0,0.0,3.0,7.0,2.0,30.0,84.0,223.0,41.0,286.0,649.0,25.0,8.23404255319149
1,0,0,0,0,-4.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,137.0,71.0,188.65004,189.32503,263.4,513.7999,20.0,8.235371595744681
0,1,0,1,0,0.0,-4.0,-2.0,0.0,1.0,2.0,0.0,0.0,38.0,161.0,99.3,45.300003000000004,321.20056,406.0,20.0,10.377966152542376
1,1,1,1,1,2.0,-6.0,2.0,1.0,1.0,0.0,0.0,1.0,76.0,121.0,252.72002,45.179996,305.0,388.0,35.0,7.916857085714288
1,0,0,1,1,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,32.0,60.0,84.0,80.0,169.0,448.75097999999997,35.0,6.132822708333333
0,0,1,0,1,0.0,2.0,-2.0,0.0,0.0,2.0,0.0,5.0,57.0,24.0,105.0,169.0,349.0,257.0,65.0,6.818181818181818
1,0,0,1,0,6.0,-2.0,1.0,1.0,1.0,1.0,0.0,0.0,77.0,70.0,134.5,0.0,245.07998999999998,559.0,15.0,5.718181818181818
0,0,0,1,0,2.0,-3.0,-1.0,1.0,3.0,7.0,0.0,5.0,135.0,142.0,167.4,88.0,457.54752,912.37366,25.0,7.824477123287671
0,0,0,1,0,-4.0,-2.0,-1.0,0.0,0.0,3.0,0.0,0.0,33.0,46.0,12.0,12.0,239.0,232.0,70.0,6.041666666666667
0,0,1,1,1,-1.0,-2.0,-1.0,1.0,0.0,3.0,0.0,0.0,22.0,49.0,93.19998000000001,112.19998000000001,324.70746,522.1234,60.0,6.386199813084111
0,0,1,0,0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,2.0,30.0,14.0,149.1,168.6,367.79992999999996,285.7625,20.0,10.18179347826087
1,0,1,0,1,3.0,-2.0,-1.0,0.0,0.0,3.0,1.0,2.0,36.0,35.0,140.0,36.0,174.63484,375.0,75.0,6.027027027027027
0,0,0,1,1,2.0,-2.0,-1.0,0.0,1.0,4.0,4.0,0.0,77.0,25.0,153.0,242.05005,525.2,390.5,45.0,8.885811486486487
0,0,0,1,1,-4.0,-7.0,-1.0,0.0,0.0,5.0,2.0,0.0,73.0,98.0,135.0,111.5,576.0,400.0,130.0,8.584507042253522
